incident_id,person_id,role
INC000750,P00685,accused
INC000750,P00233,accused
INC000751,P00644,accused
INC000751,P00511,accused
INC000752,P00284,accused
INC000752,P00279,accused
INC000753,P00769,accused
INC000753,P00485,accused
INC000754,P00327,accused
INC000754,P00371,accused
INC000755,P00067,accused
INC000755,P00512,accused
INC000755,P00638,accused
INC000756,P00279,accused
INC000756,P00472,accused
INC000756,P00469,accused
INC000756,P00284,accused
INC000757,P00579,accused
INC000757,P00230,accused
INC000757,P00339,accused
INC000758,P00230,accused
INC000758,P00347,accused
INC000758,P00542,accused
INC000758,P00085,accused
INC000759,P00769,accused
INC000759,P00310,accused
INC000760,P00634,accused
INC000760,P00362,accused
INC000760,P00791,accused
INC000761,P00645,accused
INC000761,P00491,accused
INC000762,P00490,accused
INC000762,P00511,accused
INC000763,P00366,accused
INC000763,P00757,accused
INC000763,P00376,accused
INC000763,P00520,accused
INC000764,P00488,accused
INC000764,P00579,accused
INC000765,P00574,accused
INC000765,P00176,accused
INC000766,P00574,accused
INC000766,P00441,accused
INC000767,P00085,accused
INC000767,P00347,accused
INC000767,P00055,accused
INC000768,P00112,accused
INC000768,P00661,accused
INC000769,P00781,accused
INC000769,P00747,accused
INC000769,P00106,accused
INC000770,P00574,accused
INC000770,P00441,accused
INC000771,P00141,accused
INC000771,P00660,accused
INC000771,P00630,accused
INC000772,P00132,accused
INC000772,P00371,accused
INC000772,P00001,accused
INC000773,P00325,accused
INC000773,P00510,accused
INC000773,P00657,accused
INC000774,P00346,accused
INC000774,P00244,accused
INC000774,P00180,accused
INC000774,P00423,accused
INC000775,P00679,accused
INC000775,P00791,accused
INC000775,P00634,accused
INC000776,P00061,accused
INC000776,P00112,accused
INC000776,P00661,accused
INC000777,P00303,accused
INC000777,P00209,accused
INC000777,P00410,accused
INC000778,P00634,accused
INC000778,P00029,accused
INC000779,P00579,accused
INC000779,P00398,accused
INC000780,P00695,accused
INC000780,P00575,accused
INC000781,P00563,accused
INC000781,P00609,accused
INC000782,P00453,accused
INC000782,P00613,accused
INC000783,P00132,accused
INC000783,P00327,accused
INC000784,P00405,accused
INC000784,P00230,accused
INC000785,P00085,accused
INC000785,P00055,accused
INC000786,P00685,accused
INC000786,P00453,accused
INC000787,P00323,accused
INC000787,P00282,accused
INC000788,P00236,accused
INC000788,P00397,accused
INC000788,P00042,accused
INC000789,P00615,accused
INC000789,P00257,accused
INC000790,P00447,accused
INC000790,P00029,accused
INC000791,P00165,accused
INC000791,P00305,accused
INC000792,P00334,accused
INC000792,P00067,accused
INC000792,P00549,accused
INC000793,P00175,accused
INC000793,P00246,accused
INC000793,P00447,accused
INC000794,P00453,accused
INC000794,P00685,accused
INC000794,P00233,accused
INC000794,P00613,accused
INC000795,P00632,accused
INC000795,P00404,accused
INC000796,P00766,accused
INC000796,P00644,accused
INC000797,P00076,accused
INC000797,P00176,accused
INC000798,P00106,accused
INC000798,P00781,accused
INC000798,P00747,accused
INC000798,P00312,accused
INC000799,P00233,accused
INC000799,P00685,accused
INC000799,P00613,accused
INC000800,P00371,accused
INC000800,P00327,accused
INC000800,P00201,accused
INC000800,P00132,accused
INC000801,P00339,accused
INC000801,P00300,accused
INC000802,P00077,accused
INC000802,P00547,accused
INC000802,P00520,accused
INC000802,P00757,accused
INC000803,P00076,accused
INC000803,P00441,accused
INC000803,P00563,accused
INC000804,P00106,accused
INC000804,P00747,accused
INC000805,P00279,accused
INC000805,P00469,accused
INC000806,P00410,accused
INC000806,P00303,accused
INC000806,P00043,accused
INC000807,P00747,accused
INC000807,P00312,accused
INC000807,P00781,accused
INC000807,P00106,accused
INC000808,P00575,accused
INC000808,P00799,accused
INC000808,P00429,accused
INC000809,P00520,accused
INC000809,P00376,accused
INC000810,P00170,accused
INC000810,P00425,accused
INC000810,P00275,accused
INC000811,P00236,accused
INC000811,P00397,accused
INC000812,P00376,accused
INC000812,P00366,accused
INC000812,P00520,accused
INC000813,P00547,accused
INC000813,P00077,accused
INC000813,P00366,accused
INC000814,P00425,accused
INC000814,P00170,accused
INC000814,P00275,accused
INC000815,P00429,accused
INC000815,P00575,accused
INC000815,P00799,accused
INC000815,P00087,accused
INC000816,P00648,accused
INC000816,P00485,accused
INC000816,P00232,accused
INC000816,P00310,accused
INC000817,P00634,accused
INC000817,P00051,accused
INC000818,P00312,accused
INC000818,P00781,accused
INC000818,P00106,accused
INC000819,P00315,accused
INC000819,P00416,accused
INC000820,P00303,accused
INC000820,P00039,accused
INC000820,P00410,accused
INC000821,P00371,accused
INC000821,P00001,accused
INC000822,P00549,accused
INC000822,P00638,accused
INC000823,P00799,accused
INC000823,P00695,accused
INC000823,P00575,accused
INC000823,P00429,accused
INC000824,P00279,accused
INC000824,P00472,accused
INC000824,P00284,accused
INC000824,P00469,accused
INC000825,P00511,accused
INC000825,P00766,accused
INC000826,P00574,accused
INC000826,P00563,accused
INC000826,P00522,accused
INC000827,P00661,accused
INC000827,P00061,accused
INC000828,P00085,accused
INC000828,P00405,accused
INC000828,P00055,accused
INC000828,P00230,accused
INC000829,P00485,accused
INC000829,P00232,accused
INC000829,P00310,accused
INC000829,P00769,accused
INC000830,P00312,accused
INC000830,P00106,accused
INC000830,P00747,accused
INC000830,P00781,accused
INC000831,P00061,accused
INC000831,P00243,accused
INC000831,P00661,accused
INC000831,P00112,accused
INC000832,P00799,accused
INC000832,P00575,accused
INC000833,P00404,accused
INC000833,P00478,accused
INC000834,P00246,accused
INC000834,P00447,accused
INC000835,P00087,accused
INC000835,P00575,accused
INC000836,P00638,accused
INC000836,P00512,accused
INC000837,P00595,accused
INC000837,P00423,accused
INC000837,P00346,accused
INC000838,P00695,accused
INC000838,P00575,accused
INC000839,P00194,accused
INC000839,P00403,accused
INC000840,P00230,accused
INC000840,P00339,accused
INC000840,P00300,accused
INC000841,P00425,accused
INC000841,P00650,accused
INC000841,P00170,accused
INC000842,P00423,accused
INC000842,P00180,accused
INC000842,P00346,accused
INC000843,P00398,accused
INC000843,P00579,accused
INC000844,P00376,accused
INC000844,P00520,accused
INC000844,P00757,accused
INC000844,P00366,accused
INC000845,P00447,accused
INC000845,P00679,accused
INC000845,P00791,accused
INC000845,P00029,accused
INC000846,P00613,accused
INC000846,P00233,accused
INC000846,P00685,accused
INC000847,P00769,accused
INC000847,P00485,accused
INC000847,P00088,accused
INC000848,P00685,accused
INC000848,P00613,accused
INC000848,P00453,accused
INC000849,P00310,accused
INC000849,P00340,accused
INC000850,P00279,accused
INC000850,P00472,accused
INC000851,P00661,accused
INC000851,P00061,accused
INC000851,P00112,accused
INC000851,P00243,accused
INC000852,P00042,accused
INC000852,P00397,accused
INC000852,P00270,accused
INC000853,P00661,accused
INC000853,P00112,accused
INC000854,P00528,accused
INC000854,P00657,accused
INC000855,P00126,accused
INC000855,P00650,accused
INC000855,P00275,accused
INC000856,P00501,accused
INC000856,P00705,accused
INC000857,P00781,accused
INC000857,P00312,accused
INC000857,P00106,accused
INC000858,P00230,accused
INC000858,P00398,accused
INC000858,P00579,accused
INC000859,P00282,accused
INC000859,P00609,accused
INC000860,P00106,accused
INC000860,P00312,accused
INC000860,P00747,accused
INC000861,P00233,accused
INC000861,P00685,accused
INC000861,P00453,accused
INC000862,P00447,accused
INC000862,P00471,accused
INC000862,P00006,accused
INC000862,P00246,accused
INC000863,P00634,accused
INC000863,P00362,accused
INC000863,P00029,accused
INC000864,P00575,accused
INC000864,P00087,accused
INC000865,P00661,accused
INC000865,P00061,accused
INC000865,P00243,accused
INC000866,P00398,accused
INC000866,P00300,accused
INC000866,P00230,accused
INC000867,P00279,accused
INC000867,P00469,accused
INC000868,P00404,accused
INC000868,P00780,accused
INC000868,P00491,accused
INC000868,P00478,accused
INC000869,P00279,accused
INC000869,P00472,accused
INC000869,P00284,accused
INC000870,P00685,accused
INC000870,P00453,accused
INC000871,P00514,accused
INC000871,P00380,accused
INC000872,P00243,accused
INC000872,P00112,accused
INC000872,P00061,accused
INC000873,P00485,accused
INC000873,P00327,accused
INC000873,P00132,accused
INC000874,P00613,accused
INC000874,P00685,accused
INC000875,P00366,accused
INC000875,P00376,accused
INC000875,P00077,accused
INC000875,P00757,accused
INC000876,P00453,accused
INC000876,P00613,accused
INC000877,P00634,accused
INC000877,P00029,accused
INC000877,P00362,accused
INC000878,P00528,accused
INC000878,P00697,accused
INC000878,P00450,accused
INC000879,P00126,accused
INC000879,P00467,accused
INC000879,P00275,accused
INC000880,P00246,accused
INC000880,P00471,accused
INC000880,P00175,accused
INC000881,P00042,accused
INC000881,P00270,accused
INC000882,P00170,accused
INC000882,P00126,accused
INC000882,P00275,accused
INC000883,P00613,accused
INC000883,P00233,accused
INC000884,P00563,accused
INC000884,P00282,accused
INC000884,P00323,accused
INC000885,P00747,accused
INC000885,P00312,accused
INC000885,P00106,accused
INC000886,P00491,accused
INC000886,P00404,accused
INC000886,P00645,accused
INC000886,P00478,accused
INC000887,P00170,accused
INC000887,P00650,accused
INC000887,P00126,accused
INC000887,P00425,accused
INC000888,P00303,accused
INC000888,P00209,accused
INC000889,P00491,accused
INC000889,P00632,accused
INC000890,P00042,accused
INC000890,P00236,accused
INC000891,P00180,accused
INC000891,P00595,accused
INC000891,P00346,accused
INC000892,P00599,accused
INC000892,P00282,accused
INC000893,P00780,accused
INC000893,P00404,accused
INC000893,P00478,accused
INC000894,P00522,accused
INC000894,P00176,accused
INC000895,P00323,accused
INC000895,P00563,accused
INC000895,P00609,accused
INC000896,P00638,accused
INC000896,P00416,accused
INC000896,P00549,accused
INC000897,P00132,accused
INC000897,P00485,accused
INC000898,P00347,accused
INC000898,P00542,accused
INC000898,P00230,accused
INC000899,P00410,accused
INC000899,P00303,accused
INC000899,P00365,accused
INC000899,P00039,accused
INC000900,P00429,accused
INC000900,P00087,accused
INC000901,P00112,accused
INC000901,P00061,accused
INC000901,P00243,accused
INC000901,P00661,accused
INC000902,P00514,accused
INC000902,P00006,accused
INC000902,P00175,accused
INC000902,P00380,accused
INC000903,P00645,accused
INC000903,P00780,accused
INC000903,P00478,accused
INC000903,P00404,accused
INC000904,P00346,accused
INC000904,P00595,accused
INC000905,P00279,accused
INC000905,P00469,accused
INC000905,P00472,accused
INC000905,P00284,accused
INC000906,P00194,accused
INC000906,P00403,accused
INC000906,P00177,accused
INC000907,P00648,accused
INC000907,P00232,accused
INC000907,P00088,accused
INC000908,P00257,accused
INC000908,P00189,accused
INC000908,P00610,accused
INC000909,P00365,accused
INC000909,P00303,accused
INC000910,P00416,accused
INC000910,P00549,accused
INC000910,P00334,accused
INC000910,P00067,accused
INC000911,P00177,accused
INC000911,P00501,accused
INC000912,P00312,accused
INC000912,P00747,accused
INC000913,P00051,accused
INC000913,P00791,accused
INC000913,P00679,accused
INC000914,P00781,accused
INC000914,P00747,accused
INC000915,P00549,accused
INC000915,P00512,accused
INC000915,P00067,accused
INC000916,P00447,accused
INC000916,P00791,accused
INC000916,P00679,accused
INC000916,P00029,accused
INC000917,P00323,accused
INC000917,P00282,accused
INC000917,P00609,accused
INC000918,P00450,accused
INC000918,P00697,accused
INC000918,P00510,accused
INC000919,P00397,accused
INC000919,P00270,accused
INC000919,P00042,accused
INC000920,P00305,accused
INC000920,P00403,accused
INC000921,P00782,accused
INC000921,P00006,accused
INC000921,P00246,accused
INC000921,P00175,accused
INC000922,P00176,accused
INC000922,P00441,accused
INC000922,P00574,accused
INC000923,P00215,accused
INC000923,P00180,accused
INC000923,P00346,accused
INC000924,P00051,accused
INC000924,P00447,accused
INC000924,P00029,accused
INC000925,P00510,accused
INC000925,P00697,accused
INC000926,P00310,accused
INC000926,P00088,accused
INC000927,P00376,accused
INC000927,P00077,accused
INC000928,P00279,accused
INC000928,P00472,accused
INC000928,P00469,accused
INC000929,P00528,accused
INC000929,P00657,accused
INC000929,P00510,accused
INC000930,P00557,accused
INC000930,P00501,accused
INC000930,P00305,accused
INC000931,P00180,accused
INC000931,P00423,accused
INC000931,P00244,accused
INC000932,P00087,accused
INC000932,P00429,accused
INC000933,P00757,accused
INC000933,P00520,accused
INC000934,P00043,accused
INC000934,P00209,accused
INC000934,P00039,accused
INC000935,P00310,accused
INC000935,P00340,accused
INC000935,P00769,accused
INC000936,P00478,accused
INC000936,P00632,accused
INC000937,P00380,accused
INC000937,P00514,accused
INC000937,P00175,accused
INC000937,P00447,accused
INC000938,P00284,accused
INC000938,P00469,accused
INC000938,P00472,accused
INC000939,P00563,accused
INC000939,P00076,accused
INC000940,P00232,accused
INC000940,P00340,accused
INC000941,P00232,accused
INC000941,P00310,accused
INC000941,P00340,accused
INC000942,P00039,accused
INC000942,P00365,accused
INC000942,P00043,accused
INC000943,P00233,accused
INC000943,P00453,accused
INC000943,P00685,accused
INC000944,P00485,accused
INC000944,P00232,accused
INC000945,P00780,accused
INC000945,P00632,accused
INC000945,P00478,accused
INC000946,P00106,accused
INC000946,P00312,accused
INC000946,P00781,accused
INC000947,P00346,accused
INC000947,P00595,accused
INC000947,P00215,accused
INC000948,P00469,accused
INC000948,P00284,accused
INC000949,P00279,accused
INC000949,P00472,accused
INC000949,P00469,accused
INC000950,P00397,accused
INC000950,P00270,accused
INC000950,P00042,accused
INC000951,P00780,accused
INC000951,P00404,accused
INC000952,P00644,accused
INC000952,P00180,accused
INC000952,P00511,accused
INC000952,P00766,accused
INC000953,P00340,accused
INC000953,P00232,accused
INC000953,P00310,accused
INC000953,P00485,accused
INC000954,P00766,accused
INC000954,P00180,accused
INC000955,P00177,accused
INC000955,P00095,accused
INC000956,P00051,accused
INC000956,P00362,accused
INC000957,P00575,accused
INC000957,P00087,accused
INC000958,P00628,accused
INC000958,P00323,accused
INC000958,P00282,accused
INC000959,P00270,accused
INC000959,P00042,accused
INC000959,P00236,accused
INC000960,P00450,accused
INC000960,P00096,accused
INC000960,P00325,accused
INC000961,P00447,accused
INC000961,P00634,accused
INC000961,P00362,accused
INC000962,P00056,accused
INC000963,P00099,accused
INC000964,P00502,accused
INC000965,P00340,accused
INC000966,P00163,accused
INC000967,P00152,accused
INC000968,P00501,accused
INC000969,P00458,accused
INC000970,P00627,accused
INC000971,P00014,accused
INC000972,P00417,accused
INC000973,P00098,accused
INC000974,P00134,accused
INC000975,P00701,accused
INC000976,P00697,accused
INC000977,P00058,accused
INC000978,P00143,accused
INC000979,P00169,accused
INC000980,P00783,accused
INC000981,P00630,accused
INC000982,P00094,accused
INC000983,P00197,accused
INC000984,P00320,accused
INC000985,P00378,accused
INC000986,P00363,accused
INC000987,P00194,accused
INC000988,P00322,accused
INC000989,P00610,accused
INC000990,P00322,accused
INC000991,P00306,accused
INC000992,P00751,accused
INC000992,P00528,accused
INC000993,P00690,accused
INC000994,P00464,accused
INC000995,P00729,accused
INC000996,P00065,accused
INC000997,P00393,accused
INC000998,P00211,accused
INC000999,P00225,accused
INC001000,P00570,accused
INC001001,P00075,accused
INC001002,P00644,accused
INC001003,P00444,accused
INC001004,P00655,accused
INC001005,P00041,accused
INC001006,P00684,accused
INC001007,P00117,accused
INC001008,P00643,accused
INC001009,P00487,accused
INC001010,P00423,accused
INC001011,P00784,accused
INC001012,P00664,accused
INC001013,P00603,accused
INC001014,P00792,accused
INC001015,P00140,accused
INC001016,P00304,accused
INC001017,P00650,accused
INC001018,P00477,accused
INC001019,P00078,accused
INC001020,P00462,accused
INC001021,P00165,accused
INC001022,P00051,accused
INC001022,P00101,accused
INC001022,P00115,accused
INC001023,P00044,accused
INC001024,P00760,accused
INC001025,P00508,accused
INC001026,P00165,accused
INC001026,P00664,accused
INC001027,P00211,accused
INC001028,P00386,accused
INC001029,P00067,accused
INC001030,P00032,accused
INC001031,P00095,accused
INC001032,P00615,accused
INC001033,P00346,accused
INC001034,P00007,accused
INC001035,P00606,accused
INC001036,P00067,accused
INC001037,P00243,accused
INC001038,P00387,accused
INC001039,P00144,accused
INC001040,P00716,accused
INC001041,P00407,accused
INC001042,P00157,accused
INC001043,P00494,accused
INC001044,P00162,accused
INC001045,P00766,accused
INC001045,P00507,accused
INC001045,P00502,accused
INC001046,P00077,accused
INC001047,P00531,accused
INC001048,P00575,accused
INC001049,P00760,accused
INC001050,P00679,accused
INC001051,P00695,accused
INC001052,P00418,accused
INC001053,P00228,accused
INC001054,P00062,accused
INC001055,P00633,accused
INC001056,P00540,accused
INC001057,P00775,accused
INC001058,P00576,accused
INC001059,P00551,accused
INC001060,P00520,accused
INC001061,P00456,accused
INC001062,P00474,accused
INC001063,P00583,accused
INC001064,P00049,accused
INC001065,P00454,accused
INC001066,P00248,accused
INC001067,P00561,accused
INC001068,P00735,accused
INC001069,P00662,accused
INC001070,P00056,accused
INC001071,P00260,accused
INC001072,P00342,accused
INC001073,P00290,accused
INC001074,P00499,accused
INC001075,P00764,accused
INC001076,P00384,accused
INC001077,P00547,accused
INC001078,P00670,accused
INC001079,P00665,accused
INC001080,P00226,accused
INC001081,P00785,accused
INC001082,P00750,accused
INC001083,P00546,accused
INC001084,P00657,accused
INC001085,P00173,accused
INC001086,P00775,accused
INC001087,P00704,accused
INC001088,P00120,accused
INC001089,P00728,accused
INC001090,P00235,accused
INC001091,P00785,accused
INC001092,P00428,accused
INC001093,P00405,accused
INC001094,P00738,accused
INC001095,P00760,accused
INC001095,P00596,accused
INC001096,P00132,accused
INC001097,P00726,accused
INC001098,P00311,accused
INC001098,P00501,accused
INC001098,P00112,accused
INC001099,P00750,accused
INC001100,P00647,accused
INC001101,P00204,accused
INC001102,P00587,accused
INC001103,P00123,accused
INC001104,P00573,accused
INC001104,P00182,accused
INC001105,P00025,accused
INC001106,P00512,accused
INC001107,P00755,accused
INC001108,P00088,accused
INC001109,P00726,accused
INC001110,P00700,accused
INC001111,P00469,accused
INC001112,P00169,accused
INC001113,P00788,accused
INC001113,P00470,accused
INC001114,P00232,accused
INC001115,P00274,accused
INC001116,P00475,accused
INC001116,P00574,accused
INC001117,P00075,accused
INC001118,P00378,accused
INC001119,P00668,accused
INC001120,P00266,accused
INC001121,P00184,accused
INC001122,P00546,accused
INC001123,P00749,accused
INC001123,P00311,accused
INC001123,P00692,accused
INC001124,P00635,accused
INC001125,P00534,accused
INC001126,P00327,accused
INC001127,P00554,accused
INC001128,P00042,accused
INC001129,P00115,accused
INC001130,P00638,accused
INC001131,P00570,accused
INC001132,P00162,accused
INC001133,P00565,accused
INC001134,P00341,accused
INC001134,P00687,accused
INC001135,P00633,accused
INC001136,P00638,accused
INC001137,P00462,accused
INC001138,P00515,accused
INC001139,P00647,accused
INC001140,P00499,accused
INC001141,P00303,accused
INC001142,P00204,accused
INC001143,P00327,accused
INC001144,P00327,accused
INC001145,P00789,accused
INC001146,P00361,accused
INC001147,P00194,accused
INC001148,P00791,accused
INC001149,P00413,accused
INC001150,P00240,accused
INC001151,P00493,accused
INC001152,P00302,accused
INC001152,P00760,accused
INC001153,P00014,accused
INC001153,P00070,accused
INC001153,P00039,accused
INC001154,P00713,accused
INC001155,P00446,accused
INC001156,P00290,accused
INC001157,P00478,accused
INC001158,P00539,accused
INC001159,P00777,accused
INC001160,P00248,accused
INC001161,P00237,accused
INC001161,P00369,accused
INC001162,P00513,accused
INC001163,P00222,accused
INC001164,P00499,accused
INC001165,P00352,accused
INC001166,P00207,accused
INC001167,P00225,accused
INC001168,P00500,accused
INC001169,P00402,accused
INC001170,P00366,accused
INC001171,P00577,accused
INC001172,P00546,accused
INC001173,P00403,accused
INC001174,P00576,accused
INC001175,P00756,accused
INC001176,P00070,accused
INC001177,P00588,accused
INC001177,P00558,accused
INC001177,P00490,accused
INC001178,P00127,accused
INC001179,P00701,accused
INC001180,P00005,accused
INC001181,P00354,accused
INC001182,P00755,accused
INC001183,P00725,accused
INC001184,P00479,accused
INC001184,P00755,accused
INC001185,P00466,accused
INC001186,P00468,accused
INC001187,P00098,accused
INC001188,P00606,accused
INC001189,P00065,accused
INC001190,P00475,accused
INC001191,P00288,accused
INC001191,P00448,accused
INC001191,P00529,accused
INC001192,P00657,accused
INC001193,P00719,accused
INC001193,P00080,accused
INC001193,P00125,accused
INC001194,P00145,accused
INC001195,P00553,accused
INC001195,P00757,accused
INC001196,P00730,accused
INC001197,P00113,accused
INC001198,P00718,accused
INC001198,P00781,accused
INC001198,P00520,accused
INC001199,P00523,accused
INC001200,P00494,accused
INC001201,P00575,accused
INC001202,P00042,accused
INC001202,P00766,accused
INC001202,P00136,accused
INC001203,P00643,accused
INC001204,P00309,accused
INC001204,P00414,accused
INC001204,P00352,accused
INC001205,P00243,accused
INC001206,P00244,accused
INC001207,P00254,accused
INC001208,P00796,accused
INC001209,P00158,accused
INC001210,P00788,accused
INC001211,P00727,accused
INC001211,P00738,accused
INC001211,P00025,accused
INC001212,P00167,accused
INC001213,P00210,accused
INC001214,P00095,accused
INC001215,P00730,accused
INC001216,P00687,accused
INC001217,P00439,accused
INC001218,P00544,accused
INC001219,P00336,accused
INC001220,P00228,accused
INC001221,P00637,accused
INC001222,P00071,accused
INC001223,P00410,accused
INC001224,P00606,accused
INC001225,P00617,accused
INC001226,P00088,accused
INC001227,P00175,accused
INC001228,P00524,accused
INC001229,P00683,accused
INC001230,P00672,accused
INC001231,P00690,accused
INC001232,P00713,accused
INC001232,P00477,accused
INC001232,P00538,accused
INC001233,P00511,accused
INC001234,P00507,accused
INC001234,P00261,accused
INC001234,P00403,accused
INC001235,P00157,accused
INC001236,P00758,accused
INC001237,P00315,accused
INC001238,P00370,accused
INC001239,P00104,accused
INC001240,P00519,accused
INC001241,P00758,accused
INC001242,P00016,accused
INC001243,P00398,accused
INC001244,P00374,accused
INC001245,P00077,accused
INC001246,P00162,accused
INC001247,P00341,accused
INC001248,P00590,accused
INC001249,P00464,accused
INC001250,P00172,accused
INC001251,P00119,accused
INC001252,P00734,accused
INC001253,P00483,accused
INC001254,P00603,accused
INC001255,P00297,accused
INC001256,P00597,accused
INC001257,P00133,accused
INC001258,P00426,accused
INC001259,P00723,accused
INC001260,P00070,accused
INC001261,P00011,accused
INC001262,P00078,accused
INC001263,P00095,accused
INC001264,P00735,accused
INC001264,P00485,accused
INC001265,P00214,accused
INC001266,P00795,accused
INC001267,P00768,accused
INC001268,P00125,accused
INC001269,P00091,accused
INC001270,P00718,accused
INC001271,P00497,accused
INC001272,P00752,accused
INC001273,P00070,accused
INC001274,P00393,accused
INC001275,P00433,accused
INC001276,P00340,accused
INC001277,P00772,accused
INC001278,P00083,accused
INC001279,P00749,accused
INC001280,P00557,accused
INC001281,P00075,accused
INC001282,P00153,accused
INC001283,P00104,accused
INC001284,P00295,accused
INC001285,P00244,accused
INC001286,P00144,accused
INC001287,P00071,accused
INC001288,P00079,accused
INC001289,P00215,accused
INC001290,P00019,accused
INC001291,P00090,accused
INC001292,P00078,accused
INC001293,P00175,accused
INC001294,P00341,accused
INC001294,P00697,accused
INC001294,P00590,accused
INC001295,P00690,accused
INC001296,P00679,accused
INC001297,P00068,accused
INC001298,P00297,accused
INC001299,P00189,accused
INC001300,P00581,accused
INC001301,P00002,accused
INC001302,P00225,accused
INC001303,P00276,accused
INC001304,P00539,accused
INC001305,P00477,accused
INC001306,P00424,accused
INC001307,P00744,accused
INC001308,P00799,accused
INC001309,P00296,accused
INC001310,P00560,accused
INC001311,P00140,accused
INC001312,P00636,accused
INC001313,P00173,accused
INC001314,P00561,accused
INC001315,P00616,accused
INC001316,P00149,accused
INC001317,P00685,accused
INC001318,P00462,accused
INC001319,P00321,accused
INC001320,P00152,accused
INC001321,P00253,accused
INC001322,P00206,accused
INC001323,P00611,accused
INC001324,P00744,accused
INC001325,P00637,accused
INC001326,P00486,accused
INC001327,P00757,accused
INC001328,P00191,accused
INC001329,P00336,accused
INC001330,P00585,accused
INC001331,P00652,accused
INC001331,P00511,accused
INC001332,P00185,accused
INC001333,P00059,accused
INC001333,P00432,accused
INC001334,P00573,accused
INC001335,P00506,accused
INC001335,P00520,accused
INC001335,P00136,accused
INC001336,P00073,accused
INC001337,P00164,accused
INC001338,P00518,accused
INC001339,P00238,accused
INC001340,P00386,accused
INC001341,P00307,accused
INC001342,P00511,accused
INC001343,P00601,accused
INC001344,P00242,accused
INC001345,P00575,accused
INC001346,P00764,accused
INC001346,P00126,accused
INC001346,P00340,accused
INC001347,P00395,accused
INC001348,P00542,accused
INC001349,P00609,accused
INC001350,P00428,accused
INC001351,P00383,accused
INC001352,P00220,accused
INC001353,P00513,accused
INC001354,P00705,accused
INC001355,P00446,accused
INC001356,P00785,accused
INC001357,P00566,accused
INC001358,P00344,accused
INC001359,P00276,accused
INC001360,P00791,accused
INC001360,P00730,accused
INC001361,P00483,accused
INC001362,P00163,accused
INC001363,P00547,accused
INC001364,P00588,accused
INC001365,P00764,accused
INC001366,P00382,accused
INC001367,P00510,accused
INC001368,P00006,accused
INC001369,P00271,accused
INC001370,P00283,accused
INC001371,P00305,accused
INC001372,P00639,accused
INC001373,P00261,accused
INC001374,P00661,accused
INC001375,P00331,accused
INC001376,P00225,accused
INC001377,P00088,accused
INC001378,P00788,accused
INC001379,P00733,accused
INC001380,P00679,accused
INC001381,P00575,accused
INC001382,P00529,accused
INC001383,P00412,accused
INC001384,P00231,accused
INC001385,P00416,accused
INC001385,P00367,accused
INC001385,P00526,accused
INC001386,P00091,accused
INC001387,P00514,accused
INC001388,P00485,accused
INC001389,P00713,accused
INC001390,P00149,accused
INC001391,P00651,accused
INC001392,P00713,accused
INC001393,P00724,accused
INC001394,P00670,accused
INC001395,P00057,accused
INC001396,P00265,accused
INC001397,P00327,accused
INC001397,P00382,accused
INC001397,P00520,accused
INC001398,P00126,accused
INC001399,P00441,accused
INC001400,P00753,accused
INC001401,P00707,accused
INC001402,P00314,accused
INC001403,P00074,accused
INC001404,P00507,accused
INC001405,P00291,accused
INC001406,P00429,accused
INC001407,P00038,accused
INC001408,P00167,accused
INC001409,P00402,accused
INC001410,P00271,accused
INC001410,P00407,accused
INC001410,P00623,accused
INC001411,P00244,accused
INC001412,P00567,accused
INC001413,P00145,accused
INC001414,P00488,accused
INC001415,P00557,accused
INC001416,P00733,accused
INC001417,P00329,accused
INC001418,P00032,accused
INC001419,P00479,accused
INC001420,P00134,accused
INC001421,P00363,accused
INC001422,P00318,accused
INC001423,P00707,accused
INC001424,P00209,accused
INC001425,P00272,accused
INC001426,P00764,accused
INC001427,P00752,accused
INC001428,P00014,accused
INC001429,P00180,accused
INC001430,P00055,accused
INC001431,P00582,accused
INC001432,P00464,accused
INC001433,P00472,accused
INC001434,P00019,accused
INC001435,P00637,accused
INC001436,P00093,accused
INC001437,P00381,accused
INC001438,P00363,accused
INC001439,P00749,accused
INC001440,P00442,accused
INC001441,P00720,accused
INC001442,P00383,accused
INC001443,P00083,accused
INC001443,P00634,accused
INC001444,P00303,accused
INC001445,P00341,accused
INC001446,P00273,accused
INC001446,P00193,accused
INC001446,P00607,accused
INC001447,P00554,accused
INC001448,P00454,accused
INC001449,P00413,accused
INC001450,P00101,accused
INC001451,P00236,accused
INC001452,P00479,accused
INC001453,P00222,accused
INC001454,P00546,accused
INC001455,P00354,accused
INC001456,P00021,accused
INC001457,P00366,accused
INC001458,P00788,accused
INC001459,P00215,accused
INC001460,P00231,accused
INC001461,P00539,accused
INC001462,P00696,accused
INC001463,P00224,accused
INC001464,P00313,accused
INC001465,P00322,accused
INC001465,P00465,accused
INC001466,P00743,accused
INC001467,P00176,accused
INC001468,P00762,accused
INC001469,P00407,accused
INC001470,P00759,accused
INC001471,P00611,accused
INC001472,P00361,accused
INC001473,P00678,accused
INC001473,P00354,accused
INC001474,P00185,accused
INC001475,P00331,accused
INC001476,P00334,accused
INC001477,P00494,accused
INC001478,P00691,accused
INC001479,P00232,accused
INC001480,P00707,accused
INC001481,P00753,accused
INC001482,P00538,accused
INC001483,P00606,accused
INC001484,P00071,accused
